Country ,City,IATA Code,Pax number ,,Adventure,Nature,Shopping,Party,Learn,Finshed,Uploaded
,Islamabad,ISB,"4,800,000",,,,,,,FALSE,FALSE
,Lahore,LHE,"4,700,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Palau,Koror,ROR,,,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Panama,Panama City,PTY,"13,400,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Papua New Guinea,Port Moresby,POM,,,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Paraguay,Ascuncion,ASU,"1,000,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Peru,Lima,LIM,"19,400,000",,x,,,x,x,FALSE,FALSE
,Cusco,CUZ,"3,200,000",,,,,x,x,FALSE,FALSE
,Arequipa,AQP,"1,300,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Philippines,Manila,MNL,"39,500,000",,,,,,,FALSE,FALSE
,Cebu,CEB,"8,800,000",,,,,,,FALSE,FALSE
,Davao,DVO,"3,600,000",,,,,,,FALSE,FALSE
,Kalibo,KLO,"2,800,000",,,,,,,FALSE,FALSE
,Iloilo,ILO,"1,900,000",,,,,,,FALSE,FALSE
,Cagayan de Oro,CGY,"1,800,000",,,,,,,FALSE,FALSE
,Puerto Princesa,PPS,"1,600,000",,,,,,,FALSE,FALSE
,Bacolod,BCD,"1,500,000",,,,,,,FALSE,FALSE
,Tacloban,TAC,"1,100,000",,,,,,,FALSE,FALSE
,Angeles,CRK,"950,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Poland,Warsaw,"WAW,WMI","15,600,000",,,,,,,FALSE,FALSE
,Kraków,KRK,"5,000,000",,,,,,,FALSE,FALSE
,Gdańsk,GDN,"4,000,000",,,,,,,FALSE,FALSE
,Katowice,KTW,"3,200,000",,,,,,,FALSE,FALSE
,Wrocław,WRO,"2,800,000",,,,,,,FALSE,FALSE
,Poznań,POZ,"1,700,000",,,,,,,FALSE,FALSE
,Rzeszów,RZE,"660,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Portugal,Lisbon,LIS,"22,400,000",,,,,,,FALSE,FALSE
,Porto,OPO,"9,400,000",,,,,,,FALSE,FALSE
,Faro,FAO,"7,600,000",,,,,,,FALSE,FALSE
,Madeira,FNC,"3,000,000",,,,,,,FALSE,FALSE
,Ponta Delgada,PDL,"1,500,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Puerto Rico,San Juan,SJU,"8,500,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Qatar,Doha,DOH,"37,300,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Republic of Macedonia,Skopje,SKP,"1,600,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Reunion,Reunion,LIS,"2,000,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Romania,Bucharest,OTP,"11,000,000",,,,,,,FALSE,FALSE
,Cluj-Napoca,CLJ,"1,900,000",,,,,,,FALSE,FALSE
,Timișoara,TSR,"1,200,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Russia,Moscow,"SVO,DME,VKO","76,100,000",,,,x,,,FALSE,FALSE
,Saint Petersburg,LED,"13,300,000",,,,,,,FALSE,FALSE
,Kochi,AER,"5,200,000",,,,,,,FALSE,FALSE
,Yekaterinburg,SVX,"4,300,000",,,,,,,FALSE,FALSE
,Novosibirsk,OVB,"4,100,000",,,,,,,FALSE,FALSE
,Krasnodar,KRR,"3,000,000",,,,,,,FALSE,FALSE
,Ufa,UFA,"2,300,000",,,,,,,FALSE,FALSE
,Rostov on Don,ROV,"2,100,000",,,,,,,FALSE,FALSE
,Kazan,KZN,"2,100,000",,,,,,,FALSE,FALSE
,Khabarovsk,KHV,"950,000",,,,,,,FALSE,FALSE
,Vladivostok,VVO,"1,900,000",,,,,,,FALSE,FALSE
,Krasnoyarsk,KJA,"1,800,000",,,,,,,FALSE,FALSE
,Kaliningrad,KGD,"1,600,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Rwanda,Kigali,KGL,"710,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Saint Lucia,Castries,SLU,"196,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Saint Martin,Saint Martin,SXM,"1,700,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Samoa,Apia,APW,"600,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Saudi Arabia,Jeddah,JED,"30,100,000",,,,,,,FALSE,FALSE
,Riyadh,RUH,"22,300,000",,,,,,,FALSE,FALSE
,Damman,DMM,"9,600,000",,,,,,,FALSE,FALSE
,Medina,MED,"6,600,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Senegal,Dakar,DKR,"2,200,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Serbia,Belgrade,BEG,"4,900,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Seychelles,Mahe Island,SEZ,"740,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Singapore,Singapore,SIN,"58,700,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Slovakia,Bratislavia,BTS,"1,800,000",,,,,,,FALSE,FALSE
,Kosice,KSC,"440,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Slovenia,LJubljana,LJU,"1,400,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Solomon Islands,Honiara,HIR,,,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
South Africa,Johannesburg,JNB,"20,700,000",,,,,,,FALSE,FALSE
,Cape Town,CPT,"10,200,000",,,,,,,FALSE,FALSE
,Durban,Dur,"5,200,000",,,,,,,FALSE,FALSE
,Port Elizabeth,PLZ,"1,300,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
South Korea,Seoul,"ICN,GMP","72,100,000",,,,,,,FALSE,FALSE
,Jeju,CJU,"30,100,000",,,,,,,FALSE,FALSE
,Busan,PUS,"14,900,000",,,,,,,FALSE,FALSE
,Cheongju,CJJ,"2,700,000",,,,,,,FALSE,FALSE
,Daegu,TAE,"2,000,000",,,,,,,FALSE,FALSE
,Gwangju,"KWJ,MWX","1,900,000",,,,,,,FALSE,FALSE
,Ulsan,USN,"600,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Spain,Madrid,MAD,"50,400,000",,,,,,,FALSE,FALSE
,Barcelona,BCN,"44,200,000",,,,x,,,FALSE,FALSE
,Palma De Mallorca,PMI,"26,200,000",,,,,,,FALSE,FALSE
,Málaga,AGP,"16,700,000",,,,,,,FALSE,FALSE
,Tenerife,"TFS,TFN","14,200,000",,,,,,,FALSE,FALSE
,Alicante,ALC,"12,300,000",,,,,,,FALSE,FALSE
,Gran Canaria,LPA,"12,100,000",,,,,,,FALSE,FALSE
,Ibiza,IBZ,"7,400,000",,,,,,,FALSE,FALSE
,Lanzarote,ACE,"6,700,000",,,,,,,FALSE,FALSE
,Valencia,VLC,"5,800,000",,,,,,,FALSE,FALSE
,Fuerteventura,FUE,"5,700,000",,,,,,,FALSE,FALSE
,Bilboa,BIL,"4,600,000",,,,,,,FALSE,FALSE
,Seville,SVQ,"4,600,000",,,,,,,FALSE,FALSE
,Menorca,MAH,"3,200,000",,,,,,,FALSE,FALSE
,Santiago de Compostela,SCQ,"2,500,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Sri Lanka,Colombo,CMB,"9,200,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Sudan,Khartoum,KRT,"2,200,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Swaziland,Manzini,MTS,,,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Sweden,Stockholm,"ARN,BMA","27,200,000",,,,,,,FALSE,FALSE
,Gothenburg,GOT,"6,400,000",,,,,,,FALSE,FALSE
,Malmö,MMX,"2,200,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Switzerland,Zurich,ZRH,"27,800,000",,,,,,,FALSE,FALSE
,Geneva,GVA,"16,500,000",,,,,,,FALSE,FALSE
,Basel,BSL,"6,500,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Taiwan,Taipei,"TPE,TSE","48,300,000",,,,,,,FALSE,FALSE
,Kaohsiung,KHH,"6,400,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Thailand,Bangkok,"BKK,DMK","99,000,000",,,,x,,,FALSE,FALSE
,Phuket,HKT,"15,100,000",,,,,,,FALSE,FALSE
,Chiang Mai,CNX,"9,500,000",,,,,,,FALSE,FALSE
,Surat Thani (Koh Samui),"USM,URT","4,500,000",,,,,,,FALSE,FALSE
,Krabi,KBV,"4,100,000",,,,,,,FALSE,FALSE
,Songkhla,HDY,"4,000,000",,,,,,,FALSE,FALSE
,Udon Thani,UTH,"2,400,000",,,,,,,FALSE,FALSE
,Chiang Rai,CEI,"2,000,000",,,,,,,FALSE,FALSE
,Ubon Ratchathani,UBP,"1,700,000",,,,,,,FALSE,FALSE
,Nakhon Si Thammarat,NST,"1,500,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Tonga,Tongatapu,TBU,,,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Trinidad and Tobago,Tunis,TUN,"5,200,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Turkey,Istanbul,"IST,SAW","89,400,000",,,,,,,FALSE,FALSE
,Antalya,AYT,"27,700,000",,,,,,,FALSE,FALSE
,Ankara,ESB,"12,300,000",,,,,,,FALSE,FALSE
,Izmir,ADB,"12,100,000",,,,,,,FALSE,FALSE
,Adana,ADA,"5,400,000",,,,,,,FALSE,FALSE
,Dalaman,DLM,"4,400,000",,,,,,,FALSE,FALSE
,Bodrum,BJV,"3,900,000",,,,,,,FALSE,FALSE
,Trabzon,TZX,"3,400,000",,,,,,,FALSE,FALSE
,Gaziantep,GZT,"2,500,000",,,,,,,FALSE,FALSE
,Kayseri,ASR,"2,000,000",,,,,,,FALSE,FALSE
,Erzurum,ERZ,"1,000,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Turkmenistan,Ashgabat,ASB,,,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Turks and Caicos Islands,Providenciales,PLS,"20,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Uganda,Entebbe,EBB,"1,500,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Ukraine,Kiev,"KBP,IEV","9,700,000",,,,,,,FALSE,FALSE
,Odessa,ODS,"1,100,000",,,,,,,FALSE,FALSE
,Lviv,LWO,"740,000",,,,,,,FALSE,FALSE
,Kherson,KHE,"63,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
United Arab Emirates,Dubai,DXB,"83,700,000",,,,x,,,FALSE,FALSE
,Abu Dhabi,AUH,"26,000,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
United Kingdom,London,"LHR,LGW,STN,LTN,LCY","159,800,000",,,,x,,,FALSE,FALSE
,Manchester,MAN,"25,600,000",,,,,,,FALSE,FALSE
,Edinburgh,EDI,"12,300,000",,,,,,,FALSE,FALSE
,Birmingham,BHX,"11,700,000",,,,,,,FALSE,FALSE
,Glasgow,GLS,"9,300,000",,,,,,,FALSE,FALSE
,Belfast,"BFS,BHD","7,800,000",,,,,,,FALSE,FALSE
,Bristol,BRS,"7,600,000",,,,,,,FALSE,FALSE
,Newcastle,NCL,"4,800,000",,,,,,,FALSE,FALSE
,Liverpool,LPL,"4,800,000",,,,,,,FALSE,FALSE
,Aberdeen,ABZ,"3,000,000",,,,,,,FALSE,FALSE
,Southampton,SOU,"2,000,000",,,,,,,FALSE,FALSE
,Jersey,JER,"1,600,000",,,,,,,FALSE,FALSE
,Cardiff,CWL,"1,300,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
United States – The South,"Atlanta,GA",ATL,"50,500,000",,,,,,,FALSE,FALSE
,"Washington,D.C","BWI,DCA,IAD","37,300,000",,,,,,,FALSE,FALSE
,"Miami,FL","MIA,FLL","35,000,000",,,,,,,FALSE,FALSE
,"Dallas,TX",DFW,"31,200,000",,,,,,,FALSE,FALSE
,"Charlotte,NC",CLT,"21,500,000",,,,,,,FALSE,FALSE
,"Orlando,FL",MCO,"20,200,000",,,,,,,FALSE,FALSE
,"Houston,TX",IAH,"20,000,000",,,,,,,FALSE,FALSE
,"Philadelphia,PA",PHL,"14,500,000",,,,,,,FALSE,FALSE
,"Tampa,FL",TPA,"9,200,000",,,,,,,FALSE,FALSE
,"Austin,TX",AUS,"5,800,000",,,,,,,FALSE,FALSE
,"Nashville,TN",BNA,"5,700,000",,,,,,,FALSE,FALSE
,"New Orleans,LA",MSY,"5,300,000",,,,,,,FALSE,FALSE
,"Memphis,TN",MEM,"3,800,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
United States – The West,"Los Angeles,CA",LAX,"39,600,000",,,,x,,,FALSE,FALSE
,"Denver,CO",DEN,"28,200,000",,,,,,,FALSE,FALSE
,"San Francisco,CA",SFO,"25,700,000",,,,,,,FALSE,FALSE
,"Las Vegas, NV",LAS,"22,700,000",,,,,,,FALSE,FALSE
,"Seattle,WA",SEA,"21,900,000",,,,,,,FALSE,FALSE
,"Pheonix,AZ",PHX,"20,900,000",,,,,,,FALSE,FALSE
,"Salt Lake City,UT",SLT,"11,100,000",,,,,,,FALSE,FALSE
,"San Diego,CA",SAN,"10,300,000",,,,,,,FALSE,FALSE
,"Honululu,HI",HNL,"9,700,000",,,,,,,FALSE,FALSE
,"Portland,OR",PDX,"9,000,000",,,,,,,FALSE,FALSE
,"Anchorage,AK",ANC,"2,500,000",,,,,,,FALSE,FALSE
,"Albuquerque,NM",ABQ,"2,300,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
United States – The Northeast,"New York,NY","JFK,EWR,LGA,BUF","65,500,000",,,,x,,,FALSE,FALSE
,"Chicago,IL","ORD,MDW","48,600,000",,,,,,,FALSE,FALSE
,"Boston,MA",BOS,"17,700,000",,,,,,,FALSE,FALSE
,"Detroit, MI",DTW,"16,800,000",,,,,,,FALSE,FALSE
,"Pittsburgh,PA",PIT,"3,900,000",,,,,,,FALSE,FALSE
,"Providence,RI",PVD,"3,500,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
United States – The Midwest,"St.Louis,MO",STL,"6,200,000",,,,,,,FALSE,FALSE
,"Kansas City,MO",MCI,"5,100,000",,,,,,,FALSE,FALSE
,"Cleveland,OH",CLE,"3,900,000",,,,,,,FALSE,FALSE
,"Indianapolis,IN",IND,"3,900,000",,,,,,,FALSE,FALSE
,"Colombus,OH",CMH,"3,300,000",,,,,,,FALSE,FALSE
,"Milwaukee,WI",MKE,"3,200,000",,,,,,,FALSE,FALSE
,"Des Moines,IA",DSM,"2,500,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Uruguay,Montevideo,MVD,"1,900,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
U.S Virgin Islands,Saint Thomas,STT,"1,400,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Uzbekistan,Tashkent,TAS,"3,000,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Venezuela,Caracas,CCS,"5,000,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Vietnam,Ho Chi Minh City,SGN,"32,500,000",,,,,,,FALSE,FALSE
,Hanoi,MCI,"20,600,000",,,,,,,FALSE,FALSE
,Da Nang,DAD,"8,800,000",,,,x,,,FALSE,FALSE
,Nha Trang,NXR,"4,900,000",,,,,,,FALSE,FALSE
,Phu Quoc,PQC,"2,100,000",,,,,,,FALSE,FALSE
,Vinh,VII,"1,600,000",,,,,,,FALSE,FALSE
,Hue,HUI,"1,300,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Zambia,Lusaka,LUN,"790,000",,,,,,,FALSE,FALSE
,Livingstone,LVI,,,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Zimbabwe,Harare,HRE,"610,000",,,,,,,FALSE,FALSE
,Victoria Falls,VFA,,,,,,,,FALSE,FALSE
